Video-Filename,Translation-English-Manual-Response-Correction
249_3_1D39F10B-3C6-004AD-00001946-1D3966AD,"Das Video ist eine schneebedeckte Winterszene eines Bahnhofs in Wien, Österreich. Die Kamera ist auf einem erhöhten Bereich über dem Wasser positioniert, höchstwahrscheinlich eine Brücke, und die Bahnstrecken und die Bahnhofsplattformen sind sichtbar. Der Bahnhof ist ein großes, steinernes Gebäude mit einem hohen Uhrturm. Der Uhrturm hat ein rundes, weißes Gesicht mit schwarzen Ziffern und wird mit einem spitzen Turm gekrönt. Die Bahnstrecken laufen durch die Mitte des Bahnhofs und ein Zug kann gesehen werden, wie er sich von der Kamera auf den Gleisen entfernt. Der Zug ist silberfarben. Das Bahnhofgebäude hat einen großen gewölbten Eingang und die Wände sind mit Steinschnitzereien geschmückt. Die Szene ist etwas neblig."
24_3_1C66E88D-103-000D5-00000EB0-1C6632B5,"Im Video wird eine Vase mit bunten Blumen auf einem Tisch platziert. Die Kamera schneidet und zoomt auf den Blumenstrauß und zeigt die Vielfalt der Blumen. Der Blumenstrauß umfasst rote Rosen, gelbe Margherite und lila Lilacs. Die Blumen sind kunstvoll in der Vase angeordnet und schaffen eine optisch ansprechende Komposition. Die Beleuchtung ist warm und golden, was zur einladenden Atmosphäre beiträgt. Das Video fängt die Schönheit und Lebendigkeit der Blumen ein und lenkt die Aufmerksamkeit des Betrachters auf ihre zarten Blütenblätter und lebendigen Farben."
250_30_1D39F198-1A6-004B2-00001946-1D3966AD,"Das Video zeigt einen Park in der Frühlingsperiode, mit verschiedenen Bäumen und Sträuchern im Hintergrund sichtbar. Im Vordergrund geht eine Person mit einem Kinderwagen spazieren, schiebt es entlang eines Pfades. Die Person trägt einen grauen Mantel und geht kräftig. Die Kamera schwenkt und zoomt, um die Person und den Kinderwagen in verschiedenen Teilen des Parks zu zeigen, wobei die Bäume und der schneebedeckte Boden einen malerischen Hintergrund bieten. Das Video wird an einem klaren und sonnigen Tag aufgenommen, wobei die Beleuchtung und Farben die Schönheit des Parks verbessern."
250_35_1D39F198-1A6-004B2-00001946-1D3966AD,"In diesem Video wird ein graues Eichhörnchen gezeigt, wie es im Schnee herumrennt. Das Tier wird gesehen, wie es mit seinen Vorderpfoten in den Boden gräbt, während seine Hinterpfoten unter seinem Körper versteckt sind. Der Schwanz des Eichhörnchens ist flauschig und scheint sich zu zittern, wenn er sich bewegt. Das Video wird aus niedrigem Winkel aufgenommen, wobei der Boden und die umliegenden Pflanzen im Vordergrund erscheinen. Der Schnee ist um das Eichhörnchen herum verstreut. Das Tier scheint in den Schnee und das umliegende Gras nach Nahrung zu suchen."
251_3_1D39F1D6-2A3-004B7-00001946-1D3966AD,"Das Video zeigt eine nächtliche Straßenszene in einer Stadt, in der eine Gruppe von Menschen an einer Telefonzelle vorbeizieht. Die Kamera zeigt eine Vielzahl von Verkaufsflächen, Straßenlaternen und Menschen. Der Gehweg ist voll von Fußgängern und die Straße ist voller Autos. Eine Frau in einem schwarzen Mantel und Haar steht im Vordergrund, während ein Mann in Anzug und Krawatte vorbeizieht. Die Straße ist schwach beleuchtet, mit Neonschildern, die die Verkaufsflächen und Straßenlaternen beleuchten."
252_118_1D3B243C-2A8-00072-00002D8B-1D3AB82D,"In diesem Video sitzen eine Frau und ein Baby in einem Picknickplatz in einem Park. Die Frau trägt ein weißes gestreiftes Hemd und das Mädchen trägt ein weißes Sonnenkleid und ein rotes Tuch auf dem Kopf. Beide lächeln und lachen, während sie ihr Mittagessen essen. Der Picknickplatz ist von Bäumen umgeben. Die Frau hält einen Teller mit Essen und füttert das Kind in ihrem Wagen. Die Szene ist sonnig und der Himmel ist blau."
253_1_1EFA9A73-022-0007C-00001458-1EF9A4AD,"Das Video zeigt eine Autobahn und eine Brücke im Hintergrund, mit mehreren Autos und Lastwagen, die auf der Straße fahren. Die Brücke ist eine Hochhauskonstruktion mit einem schlanken und modernen Design. Die Straße ist von hohen Beton-Teilwerken umgeben und es gibt Eingänge und Ausfahrtrampen auf beiden Seiten der Brücke. In der Ferne ist ein großes Gebäude mit einer Glasfassade und einem Parkplatz. Der Himmel ist klar und blau, mit ein paar verstreuten Wolken. Die Fahrzeuge im Video fahren mit moderater Geschwindigkeit, und es sind ein paar Fußgänger und Radfahrer auf dem Bürgersteig sichtbar. Das Video wurde tagsüber aufgenommen und die Sonne scheint hell über uns."
254_13_1F00B113-157-00062-00001466-1F003C2D,"Das Video zeigt eine Gruppe von Menschen in Weihnachtskostümen, Masken und Köpfen, die sich vor einem Gebäude versammelt haben. Sie singen und jubeln, einige halten Schilder und Flaggen oder Getränke. Hintergrund sind Streicher und andere Dekorationen. Eine Person trägt eine rote Nase und einen Berett. Die Szene scheint nachts zu sein, mit Straßenlaternen und Gebäudelaternen, die Beleuchtung bieten."
255_6_1F00B324-19D-00066-00001466-1F003C2D,"Das Video zeigt einen Mann, der auf der Bühne singt und Gitarre spielt, begleitet von einer Band. Die Bühne ist schwach beleuchtet, der Hintergrund ist durch den Nebel sichtbar. Der Mann trägt eine schwarze Jacke und steht vor einem Mikrofon. Die Band sitzt hinter ihm, er ist der Gitarrist und dann gibt es einen Keyboardisten und einen Schlagzeuger. Das Publikum ist im Hintergrund sichtbar, tanzt und klatscht zur Musik. Die Instrumente der Band sind im gesamten Video sichtbar, wobei der Gitarrist eine Mischung aus braun und schwarz aussehender Gitarre spielt."
256_19_1F010F99-3DD-00166-00001466-1F003C2D,"Das Video zeigt einen jungen Afroamerikaner auf der Straße stehen, schaut ein Dokument in seinen Händen und spricht zur Kamera. Er trägt eine schwarze Jacke und eine gelbe Krawatte. Der Mann schaut von dem Dokument und schaut sich um, nimmt seine Umgebung. Er schaut dann wieder nach unten auf das Dokument und weiterhin zu studieren. Das Video ist in Farbe gedreht, mit dem Gesicht des Mannes und das Dokument als die wichtigsten Schwerpunkte. Die Straße, auf der er steht, ist gesäumt von hohen Bäumen und historischen Gebäuden."
257_18_1F0119AD-3D8-00174-00001466-1F003C2D,"Das Video zeigt einen Nahaufnahmeblick auf eine hohe, zylindrische Struktur mit einer Kappe oben, die Rauch in den Himmel emittiert. Die Kamera schwenkt sich aus, um einen Kran oder eine Maschine zu zeigen, die einen schweren Gegenstand hebt, und die Struktur wird als Schornstein oder ein Stapel einer Fabrik oder eines Kraftwerks gesehen. Das Video wird gegen einen klaren blauen Himmel gedreht. Der Schornstein ist mit etwas bedeckt, das wie ein Netz oder ein Gitter aussieht, und es sind Rohre und Rohre sichtbar um die Basis der Struktur herum. Der Rauch schwirrt aus der Oberseite des Schornsteins heraus und erzeugt eine dicke Wolke, die von der Kamera wegbläst."
258_10_1F07A386-075-0011B-00000AD8-1F06D3AD,"Das Video zeigt einen malerischen Blick auf ein altes Schloss, umgeben von üppigem Grün und Bäumen. Das Schloss ist auf einem Hügel gebaut, und die Kamera schwenkt über den Hügel, um die verschiedenen Seiten des Schlosses zu zeigen. Die Architektur des Schlosses ist eine Mischung aus Alt und Neu, wobei einige Teile alt und abgenutzt aussehen, während andere moderner und gut gepflegt erscheinen. Auf der rechten Seite des Schlosses befindet sich ein hoher Uhrturm mit spitzen Dach und auf der rechten Seite ein kleinerer Turm mit rundem Dach. Die Schlossmügel sind aus Stein und es gibt mehrere Fenster und Balkone, aber die Wände haben nicht viele Details und sind meist flach."
259_18_1F07BD9F-393-0013B-00000AD8-1F06D3AD,"In diesem Video wird ein Auto gesehen, das auf einer nassen und rutschigen Oberfläche fährt, möglicherweise auf einem Parkplatz oder einer Auffahrt. Das Auto ist von der Vorder- und Seitenaufsicht aus sichtbar und es ist klar, dass der Fahrer Schwierigkeiten hat, das Fahrzeug zu steuern. Die Räder des Autos drehen und das Fahrzeug ist hydroplaning, was dazu führt, dass es Fishtail und abbiegen. Das Fahrzeug wird schließlich gesehen, wie es zum Stillstand rutscht. Das Video endet mit dem Auto zum Stillstand kommt. Das Video wird in einem Handheld-Stil aufgenommen, was ihm ein zitterndes und dynamisches Gefühl gibt. Die Einstellung ist an einem sonnigen Tag mit einer leichten Brise."
25_11_1C66E93C-1CE-000DB-00000EB0-1C6632B5," Das Video zeigt einen Innenhof eines Schlosses oder eines alten Gebäudes. In der Mitte des Innenhofes befindet sich ein großes Holzkonstrukt. Es sieht aus wie eine Art hydraulisches Bauwerk, wahrscheinlich eine Weinklemmerei oder ein Brunnen. Die Kamera ist stabil und zeigt langsam mehr der Holzstruktur, während das Video weitergeht."
261_14_1F1B73E9-2A3-0022E-00001717-1F1A9A2D,"In diesem Video kann man sehen, wie eine Gruppe von Menschen auf einem verschneiten Berggipfel steht, umgeben von atemberaubenden Bergketten und einem klaren blauen Himmel. Die Personen sind in warme Winterkleidung gekleidet, wobei eine Person einen roten Mantel und eine andere eine gelbe Jacke trägt. Sie stehen nahe dem Rand einer Steinplattform, mit einem Geländer, das einen atemberaubenden Blick auf die umliegende Landschaft bietet. In der Ferne erstrecken sich die schneebedeckten Gipfel der Berge so weit wie das Auge reicht, wobei die Sonne über ihnen hell scheint.  Die Kamera schwenkt sich aus, um die weiten Weiten der Berge und das schneebedeckte Gelände zu offenbaren und schafft ein Gefühl der Ehrfurchtung und des Staunens."
262_4_1F1E2E81-3BA-00127-00003B4D-1F1D3D2D,"Das Video beginnt mit einem Panoramabild eines ländlichen Gebiets, mit sanften Hügeln und Feldern im Hintergrund. Im Vordergrund ist eine kleine Betonstraße, die zu einem Schuttweg führt. Die Kamera fährt weiter nach links und zeigt ein kleines Steinhaus mit rotem Fliesendach und einer Kiesfahrt und einem Flaggenmast. Das Video endet mit einem Schuss des Hauses und der umliegenden Landschaft mit einem blauen Himmel und flauschigen weißen Wolken."
263_16_1F1E3C1B-324-0013A-00003B4D-1F1D3D2D,"Das Video zeigt einen malerischen Blick auf ein historisches Gebäude. Das Gebäude ist aus weißem Stein und hat ein spitzen Dach. Die Kamera ist in mittlerer Entfernung positioniert und das Gebäude ist im Hintergrund sichtbar. Das Video wurde im Herbst aufgenommen und die Blätter an den Bäumen sind gelb und rot. Der Himmel ist bewölkt. Die Kamera schwenkt langsam nach links und zeigt das Gebäude detaillierter, einschließlich der gewölbten Fenster."
264_9_1F1F7234-1E3-00174-000061A1-1F1E8EAD,"Im Video kann man sehen, wie ein blaues Gleitschirm durch den Himmel schwebt, wobei die Kamera sich schiebt, um seiner Bewegung zu folgen. Das Gleitschirm ist von einem Haufen hoher immergrüner Bäume umgeben, deren Äste sanft in der Brise schwanken. Der Himmel ist hellblau, mit ein paar weißen Wolken hier und da verstreut. Das Gleitschirm fliegt in moderater Höhe und seine Flügel schlagen im Wind. Der Pilot sitzt in einem von dem Gleitschirm aufgehängten Gurt, mit ausgebreiteten Armen und Beinen, um das Gleichgewicht zu halten. Das Gleitschirm gleitet glatt durch die Luft, sein Schatten ist am Boden sichtbar. Wenn das Gleitschirm sich nach rechts vom Rahmen bewegt, werden die Bäume sichtbarer, ihre Zweige und Nadeln sind deutlich sichtbar gegen den blauen Himmel."
265_10_1F233A09-2C2-001F3-0000149E-1F22832D,"Dieses Video zeigt ein Auto, das bei einem Zirkus oder Karneval einen Stunt macht. Das Auto wird auf eine Rampe gefahren und dann muss der Fahrer das Auto ausbalancieren, damit es auf seiner Seite landet und dann muss er ein paar Dutzend Meter mit nur zwei Rädern fahren. Das Auto wird auf eine Rampe gefahren und der Fahrer kann die Kontrolle wiedererlangen und den Stunt abschließen und in die Ausgangsposition zurückkehren. Das Publikum jubelt und klatscht für den Stunt. Das Auto ist eine dunkelblaue oder dunkel lila Limousine und wird von einer Person mit weißem Hemd gefahren. Die Menschen, die neben der Rampe stehen, tragen lässige Kleidung. Der Hintergrund ist ein buntes Banner mit einer Menge, die ""Show"" liest."
266_1_1F233C46-12C-0020F-0000149E-1F22832D,"Das Video fängt eine malerische Lage am See ein, in der sich eine Gruppe von Menschen auf Stühlen versammelt hat, die auf den grasbewachsenen Ufern des Sees sitzen. Die Kamera schwebt über den Horizont und zeigt das ruhige Seewasser und die umliegenden Berge in der Ferne. Die Gruppe von Menschen ist sichtbar, in lässiger Kleidung gekleidet, einige von ihnen stehen und andere sitzen. Die Umgebung scheint ein gesellschaftliches Treffen zu sein, mit einer Band, die im Hintergrund Musik spielt. "
26_2_1C6705BD-324-00190-00000EB0-1C6632B5,"In diesem Video, ein gemütliches Wohnzimmer, umgeben von bunten Dekorationen und einem wunderschön eingerichteten Tisch. Auf dem Tisch sind mehrere verzierte Ostereier, eine Vase mit frischen Blumen und ein kleiner Korb voller Eier. Ihre ist auch eine weibliche Puppe neben einer hölzernen Truhe voller bunter Eier. Sie sieht glücklich und zufrieden aus. Der Raum ist gut beleuchtet und hat eine warme, einladende Atmosphäre, mit weichen Pastellfarben an den Wänden und komfortabel aussehenden Möbeln. Eine Frau in einem weichen, lila Pullover und Jeans kommt am Ende des Videos in den Raum, was das gemütliche Gefühl der Szene erhöht."
28_3_1C6706AE-085-0019C-00000EB0-1C6632B5,"Das Video zeigt eine Gruppe von Kindern in traditionellen Volkskostümen, die in einem schwach beleuchteten Raum tanzen und singen. Die Kinder sind zwischen 6 und 12 Jahre alt und tragen bunte Kleidung mit komplizierten Designs und Mustern. Die Jungen tragen weiße Hemden mit gestickten Westen, während die Mädchen lange Kleider mit Schürzen und Kopftuch tragen. Sie tanzen im Kreis, halten sich an den Händen und benutzen ihre Röcke und Kleider, um eine lebendige und festliche Atmosphäre zu schaffen. Die Kinder lächeln und lachen beim Tanzen, und ihre Freude ist ansteckend. Das Video wird in einem einzigen Take gedreht, wobei die Kamera über die Gruppe hinweg panoniert, um ihre Bewegungen und Ausdrücke aufzunehmen."
29_10_1C6706F4-1DC-001A1-00000EB0-1C6632B5,"Das Video zeigt das Innere einer wunderschönen Kirche, insbesondere den Altarbereich. Die Kamera schwebt von links nach rechts und fängt die komplizierten Schnitzereien und vergoldeten Akzente auf dem Holzaltar ein. Der Altar ist mit drei großen, glasbunt verzierten Fenstern geschmückt, die religiöse Szenen darstellen. Das linke Fenster zeigt eine Gruppe von Heiligen, das mittlere Fenster zeigt ein Kreuz, und das rechte Fenster zeigt einen Engel, der eine Schriftrolle hält. Der Altar wird von zwei großen, verzierten Leuchterständen und einer wunderschön geschnitzten Holzpultur flankiert. Die Wände der Kirche sind mit Fresken geschmückt, die religiöse Szenen und Figuren darstellen."
2_1_19F3BCAA-056-0036B-00000B64-19F2B6C5," Das Video zeigt eine ruhige und malerische Szene einer Yacht, die in den ruhigen Gewässern eines Hafens segelt. Die Kamera ist auf der Yacht montiert und fängt die Umgebung ein, während das Schiff glatt über das Meer gleitet. In der Ferne kann man eine hoch aufragende Steinstruktur sehen, wahrscheinlich ein Leuchtturm oder ein Uhrturm, der hoch und stolz steht, umgeben von einer Wand. Der Leuchtturm dient als Leuchtturm für die Yachten und andere Seeschiffe, um ihre sichere Durchfahrt durch den Hafen zu gewährleisten. Der Himmel ist mit blauen und rosa Farbtönen gestrichtet, was das Ende des Tages und den Beginn einer friedlichen Nacht signalisiert."
30_40_1C67076F-3B1-001A6-00000EB0-1C6632B5,"In diesem Video können Sie eine Aufführung oder Rede sehen. Der Sprecher ist nicht deutlich sichtbar, weil er von einem Mann mit einem Kameramann in einem gelben T-Shirt verschlossen wird. Das Licht ist schwach und der Raum ist mit vielen Menschen gefüllt, die auf die Sprecher lauschen. Im Hintergrund sehen Sie ein großes Publikum. Das einzige Licht in der Szene kommt von einem Scheinwerfer, der sich oben auf den Sprecher konzentriert, der Rest der Location ist dunkel."
31_1_1C67084B-2F6-001AC-00000EB0-1C6632B5,"Das Video zeigt eine große, schöne schwarze Dampflokomotive mit der Nummer ""06-018"" prominent auf der Vorderseite. Die Lokomotive ist mit einem kreisförmigen Emblem oben auf ihrem vorderen Abschnitt geschmückt. Während das Video fortschreitet, bewegt sich die Lokomotive nicht und zieht eine Reihe roter Pkw entlang einer Gleise. Rauch kann aus dem Schornstein der Lokomotive aufsteigen, was auf ihren Betrieb hinweist. Die Umgebung ist nicht klar sichtbar und konzentriert die Aufmerksamkeit des Betrachters auf die Lokomotive und ihre Reise."
32_8_1C67087F-324-001B1-00000EB0-1C6632B5," Das Video zeigt einen Bahnhofsleiter, der entlang der Gleise geht und einen in der Bahnstation stillstehenden Zug anschaut. Der Zug ist eine Vintage-Lokomotive mit rotem Körper. Er zieht ein paar Pkw. Der Zug wartet derzeit auf die Abfahrt. Der Bahnhofsleiter trägt eine schwarze Uniform mit einem hohen Hut. Der Zug wartet an einer kleinen Station mit einer Holzplattform und einem Wartezimmer. Es stehen ein paar Leute auf der Plattform und beobachten den Zug, wie er vorbeizieht. Die Szene spielt in einer malerischen Bergregion mit sanften Hügeln und grünen Wäldern im Hintergrund."
33_1_1C67089C-2E6-001B6-00000EB0-1C6632B5,"Das Video zeigt eine Dampflokomotive, die sich entlang einer kurvigen Spur durch eine malerische Berglandschaft schleudert. Der Zug besteht aus mehreren Wagen, jeder mit Fenstern und einem unverwechselbaren rot-gelben Farbschema. Die Lokomotive strahlt eine Wolke weißen Rauches und Dampfes ab, während sie sich entlang schleudert, wobei der Klang ihrer Pfeife und das Geräusch ihrer Räder auf den Gleisen im Hintergrund hörbar ist. Der Zug fährt durch einen dichten Wald, mit Bäumen und Laub, die durch die Fenster der Waggons sichtbar sind. Die Berge im Hintergrund sind mit einer dicken Schicht von Grün bedeckt. Das Video wird in einer zitternden Bewegung aufgenommen, wobei der Zug und die Landschaft beim Bewegen leicht verschwimmen."
34_1_1C6708B5-20B-001BB-00000EB0-1C6632B5," Das Video zeigt eine malerische Zugfahrt durch eine malerische Landschaft mit Bergen, Bäumen und einem Fluss in der Ferne. Der Zug fährt auf einer gekrümmten Spur und die Kamera ist auf dem Zug montiert, was eine Perspektive aus der ersten Person gibt. Der Zug fährt über eine Brücke, wobei die Berge und Bäume durch die Fenster sichtbar sind. Der Zug und die Landschaft sind der Hauptfokus des Videos, wobei die Berge und Bäume eine schöne Kulisse bieten. Die Räder und Gleise des Zuges sind sichtbar, während er sich bewegt, was ein Gefühl von Bewegung und Geschwindigkeit gibt."
35_6_1C6708CF-3A1-001C0-00000EB0-1C6632B5,"Das Video zeigt eine Gruppe von Menschen, die an einem sonnigen Tag durch ein Feld, wahrscheinlich ein Maisfeld, gehen. Die Szene wird aus mittlerer Entfernung aufgenommen und zeigt die Weite des Feldes und die Menschen, die darauf verstreut sind. Die Personen sind in weißen Hemden gekleidet und gehen in einer einzigen Reihe, wobei einige Personen eine kleine Tasche, Jacke oder einen Behälter in der Hand halten. Einige der Personen schauen nach unten auf den Boden, während andere geradeaus schauen oder mit ihren Kollegen plaudern. "
36_3_1C6708FB-1EC-001C5-00000EB0-1C6632B5," Das Video zeigt eine Gruppe von Menschen, die in einem Wohngebiet Busse besteigen. Die Szene wird aus kurzer Entfernung aufgenommen, und die Busse und die Menschen sind in der Mitte des Rahmens sichtbar. Die Busse sind weiß mit blauen Streifen und haben offene Türen, was darauf hindeutet, dass sie gleich abreisen werden. Die Menschen, die in die Busse steigen, sind unterschiedlich alt und geschlechtlich und sind in lässiger Kleidung gekleidet. Einige von ihnen tragen Gepäck, was darauf hindeutet, dass sie möglicherweise eine Reise unternehmen. Die Busse stehen in einer Reihe und die Menschen gehen aus verschiedenen Richtungen auf sie zu."
37_6_1C6709A7-130-001D1-00000EB0-1C6632B5,"Im Video sehen wir einen ruhigen See mit ein paar Baumzweigen, die im Wasser untergetaucht sind und eine provisorische Barriere am Ufer schaffen.Die Zweige sind mit üppigen grünen Blättern bedeckt und das Wasser ist kristallklar.Die Kamera hält sich fest und zeigt auf das Ufer, zeigt die Wellen, die sanft gegen die Felsen und den Strand lappen.Der Himmel ist bewölkt."
38_1_1C6709EF-3C1-001D6-00000EB0-1C6632B5,"Das Video zeigt einen ruhigen See mit der Sonne im Hintergrund hinter den Bergen untergehend. Der See ist ruhig und spiegelt den bunten Himmel wider, mit einem Boot, das in der Ferne nahe dem Ufer segelt. Der Himmel ist mit Farbtönen aus Orange, Rosa und Lila bemalt. Im Vordergrund segelt ein kleines Boot in Richtung linker Seite des Rahmens und hinterlässt eine Wellenspur. Die Kamera schwebt über den See und zeigt die ruhige Szene in all ihrer Pracht. Das Video fängt die Schönheit der Natur ein, wobei See, Berge und Himmel zusammenarbeiten, um eine atemberaubende visuelle Darstellung zu schaffen."
39_10_1C670B5A-334-001DE-00000EB0-1C6632B5,"Das Video zeigt eine Gruppe von kleinen Kindern, in bunten Skikostümen gekleidet, an der Startlinie eines Skirennens versammelt. Sie alle freuen sich, einige von ihnen lächeln und kichern, während andere sich intensiv auf das Rennen konzentrieren. Der Ski-Instruktor, ein großer Mann mittleren Alters, der eine Skiaber und einen Hut trägt, steht vor der Gruppe und gibt Anweisungen und passt die Ski-Ausrüstung der Kinder an. Im Hintergrund ist eine verschneite Berghang zu sehen, mit mehreren Skifahrern in der Ferne sichtbar. Der Himmel ist hellblau und die Sonne scheint auf der Szene."
40_18_1C670BFE-15F-001E7-00000EB0-1C6632B5,"Das Video zeigt zwei Kinder, einen Jungen und ein Mädchen, die mit gekreuzten Beinen auf dem Boden sitzen und blau-gelb gestreifte Hemden und Mützen tragen. Sie halten ein langes, dünnes Objekt auf ihren Schultern, bis sie sich hinsetzen. Dann machen sie koordinierte Bewegungen zusammen in Synchronität. Der Hintergrund ist ein Steinboden mit einem großen, runden Stein in der Mitte. Die Beleuchtung ist hell und die Farben lebendig, was der Szene eine spielerische und lebendige Atmosphäre verleiht. Die Bewegungen der Kinder sind fließend und koordiniert, was darauf hindeutet, dass sie eine Routine oder eine Aufführung üben."
41_8_1C670C56-2A7-001ED-00000EB0-1C6632B5,"Das Video zeigt einen schönen Sonnenuntergang über den Bergen. Der Himmel ist mit warmen Farbtönen von Orange, Rosa und Lila gestrichen, wobei die Sonne durch die Wolken schaut. Die Berge sind mit einer dünnen Nebelschicht bedeckt, die ihnen ein mystisches und ruhiges Aussehen verleiht. Die Sonnenstrahlen werfen lange Schatten über die Berge und schaffen eine dramatische und majestätische Landschaft. In der Ferne kann man sehen, wie eine dünne Nebelschicht über die Hügel rollt und die traumhafte und friedliche Atmosphäre der Szene verstärkt. Das Video fängt die Schönheit der Natur in ihrer schönsten Form ein, wobei die Sonnenstrahlen die Berge beleuchten und eine goldene Leuchte über die Landschaft werfen."
42_6_1C670D0C-17F-001FA-00000EB0-1C6632B5,"Das Video zeigt eine Straßenperformance auf einem belebten Stadtplatz. In der Mitte des Rahmens, ein Mann mit einer Frau in einem gelben Kleid mit einem roten Hut und einer Sonnenblume. Der Mann trägt die Frau an die andere Seite der Menge. Die Menge von Zuschauern jubelt und klatscht mit. Im Hintergrund gibt es mehrere Menschen herummühlen, genießen die Aufführung. Einige von ihnen machen Fotos oder Videos mit ihren Telefonen. Die Straße ist mit bunten Gebäuden gesäumt und es gibt Banner aus den Fenstern hängen. "
43_114_1C717CE8-246-00198-00000AE8-1C70BEB5,"Das Video zeigt einen malerischen Blick auf eine Berggipfelstadt mit einem Schloss auf der rechten Seite im Hintergrund, umgeben von grünen Hügeln und Bäumen. Im Vordergrund steht ein älteres Paar vor der Kamera. Das Paar ist in lässiger Kleidung gekleidet und die Frau trägt eine rote Jacke. Der Mann trägt ein graues Hemd und grüne Hosen. Das Video wird in einem Weitwinkel-Bild gedreht, das den weitläufigen Blick auf die Stadt und die umliegende Landschaft zeigt. Der Himmel ist klar und blau, mit ein paar weißen Wolken hier und da verstreut."
44_8_1C717D7A-2B3-0019D-00000AE8-1C70BEB5,"Das Video zeigt einen Panoramablick auf eine bergige Landschaft an einem nebligen Tag. Im Vordergrund ist ein kurviger Wanderweg sichtbar, der zum Gipfel eines Hügels führt. Der Weg ist mit hohem Gras und Wildblumen bedeckt und von zerklüfteten Felsformationen umgeben. In der Ferne ist ein Sessellift sichtbar, der den Berg hinaufsteigt. Die Landschaft erstreckt sich in alle Richtungen, mit sanften Hügeln und Bergen, so weit das Auge reicht. Der Himmel ist ein tiefer blauer Farbett mit ein paar schwachen Wolken, die herumstreut sind. Die Luft ist ruhig und friedlich, ohne Anzeichen menschlicher Aktivität."
45_17_1C717E15-311-001A2-00000AE8-1C70BEB5," Das Video zeigt einen Raum mit einem alten Holzstuhl in der Mitte des Rahmens. Der Stuhl hat einen dunklen Ledersitz und Rücken, und die Beine sind aus Holz. Der Raum hat eine weiße Decke und Wände, und eine Pflanze kann auf einem nahe gelegenen Tisch gesehen werden. Der Boden ist aus Holz und hat ein paar Kratzer. Der Stuhl ist vor der Kamera positioniert und darauf sind ein paar Bücher platziert."
46_15_1C717E92-13C-001A7-00000AE8-1C70BEB5," Das Video zeigt eine Miniaturreplik des Parthenon, eines berühmten Gebäudes in Athen, Griechenland. Das Modell ist aus weißem Stein und steht auf einem grasbewachsenen Feld, umgeben von Flaggen verschiedener Länder. Die Kamera schwebt über die Szene und zeigt die detaillierte Architektur des Tempels. Das Video wird in einem langsamen und stetigen Tempo gedreht, so dass der Betrachter die Details des Modells wahrnehmen kann. Hinter der Miniatur befindet sich ein Weg mit ein paar Menschen, die darauf gehen, und viele Nationalflaggen, die auf Flaggenmasten platziert sind."
46_50_1C717E92-13C-001A7-00000AE8-1C70BEB5,"Das Video zeigt einen Nahaufnahmeblick auf das Äußere einer Miniatur des Opernhauses in Sydney auf einer grasbewachsenen Fläche. Die Kuppeln haben eine reflektierende Oberfläche, die im Sonnenlicht glänzt. Die Strukturen sind von einem mit Wasser gefüllten Graben umgeben, und ein kleiner Brunnen ist im Hintergrund sichtbar. Die Kuppeln sind in Form und Größe identisch und scheinen Spiegelbilder voneinander zu sein. Das Video verläuft und zoomt, um verschiedene Winkel der Struktur zu zeigen, was ihr schlankes und modernes Design hervorhebt."
47_5_1C717EA9-16B-001AC-00000AE8-1C70BEB5,"Dieses Video zeigt ein Miniaturmodell eines Palastes mit komplizierten Details und architektonischen Merkmalen. Die Kamera schwebt über das Modell und zeigt verschiedene Aspekte des Palastes, einschließlich des großen Eingangs, der Türme und der Gärten. Das Video wird in einer malerischen Außenumgebung mit einem leuchtend blauen Himmel und üppigem Grün im Hintergrund aufgenommen. Der Palast ist aus Holz und Stein, mit kunstvollen Schnitzereien und Dekorationen, die die Wände und das Dach schmücken. Das Video bietet einen klaren Blick auf das Layout und Design des Palastes und zeigt die Handwerkskunst und die Liebe zum Detail, die in seine Erschaffung eingegangen sind."
48_2_1C717F37-1E8-001B2-00000AE8-1C70BEB5,"Das Video zeigt einen Korridor mit einer langen, schmalen Form, die Wände sind in leuchtend roten und blauen Farben lackiert, der Boden aus dunklem Material und die Decke ist niedrig. Die Wände haben mehrere Öffnungen, jede hat eine kleine Lichtquelle, die ein weiches blaues und rotes Licht ausstrahlt. Die Lichtquellen sind in einem Zickzackmuster angeordnet, was ein Gefühl von Bewegung und Energie erzeugt. Der Korridor ist schwach beleuchtet, und die Lichtquellen schaffen eine warme und gemütliche Atmosphäre. Das Video zeigt die Perspektive einer Person, die durch den Korridor geht."
49_10_1C717FCE-246-001B7-00000AE8-1C70BEB5,"Das Video zeigt eine Live-Musik-Performance auf einer Außenbühne tagsüber. Drei Musiker sind anwesend, jeder spielt ein anderes Instrument. Links spielt ein Mann eine Akustikgitarre, in der Mitte, ein anderer Mann singt und spielt ein Akkordeon, und rechts, ein dritter Mann spielt eine Tuba. Sie sind alle in passenden Outfits gekleidet, mit weißen Hemden und dunklen Hosen. Die Bühne ist mit Mikrofonen und Verstärkern ausgestattet, und es gibt ein Banner im Hintergrund mit dem Wort ""Freiheit"" darauf geschrieben. Im gesamten Video halten die Musiker ihre Positionen bei und spielen ihre Instrumente weiter, was auf eine kontinuierliche und ununterbrochene Performance hindeutet."
